Drop Down,Drop Down.1,Drop Down.2,Drop Down.3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Drop Down.4,Drop Down.5,Unnamed: 10
Protein,0,Entry into cell line development (Protein),API (Proteins),,Review open materials requests from TD.,,,,,
Protein,0,Entry into cell line development (Protein),API (Proteins),,Ensure ELM generation and hand-off for AD and DPD activities,,,,,
Protein,0,Entry into cell line development (Protein),Clinical Supply Chain (CSC),,Assign a CSI and MSI to CMC team pre NME declaration (prior Cell line selection),,,,,
Protein,0,Entry into cell line development (Protein),CMC Leadership (CMC-L),,"Biologics Discovery Biophysics group is responsible for ensuring IPSC is available. CMCL to ensure CMC team has received critical information about administration route, dosing, and physical properties/liabilities from discovery/CDT.  Identification of pre-NME batch materials used for studies that will enable FIH clinical trials  ",,,,,
Protein,0,Entry into cell line development (Protein),CMC Leadership (CMC-L),,CMC Criitcal Questions initiated and Risk assessment in line with Joint development risk assessment developed,,,,,
Protein,0,Entry into cell line development (Protein),CMC Leadership (CMC-L),,Ensure Integrated Strategic Plan is prepared (EtoE DPDS focus).  Alignment on progression of lead and backup molecule (if required),,,,,
Protein,0,Entry into cell line development (Protein),CMC Leadership (CMC-L),,CMC Team assigned (CMC Leader and SIs) and initial workplan with budget developed.,,,,,
Protein,0,Entry into cell line development (Protein),CMC Leadership (CMC-L),,Determine DG classification & packaging reqs.,,,,,
Protein,0,Entry into cell line development (Protein),Discovery,,IPSC  package is completed  and joint development risk assesment complete & communicated,,,,,
Protein,0,Entry into cell line development (Protein),Discovery,,LSAM (Lead Selection Alignment Meeting) that includes IPSC package info is complete for knowledge transfer from Therapeutics Discovery (TD) to BTDS.,,,,,
Protein,0,Entry into cell line development (Protein),Discovery,,Mfg plasmids ordered released and provided API (Cell Engineering & Analytical Sciences),,,,,
Protein,0,Entry into cell line development (Protein),Discovery,,"Ensure any batch material requests (ELM, Non-glp material) are clearly indentified to API and CMC leader.",,,,,
Protein,0,Entry into cell line development (Protein),Drug Product Development & Delivery (DPD&D),,Initiate Molecular modeling for formulation and stability assessment.,,,,,
Protein,0,Entry into cell line development (Protein),Drug Product Development & Delivery (DPD&D),,Review IPSC package for risks to formulation and stability with respect to TCP/TPP.  Attend LSAM,,,,,
Protein,0,Entry into cell line development (Protein),Drug Product Development & Delivery (DPD&D),,Connect with CEAS for material and initiate stability studies.,,,,,
Protein,0,Entry into cell line development (Protein),Material Sciences (MS),,"In collaboration with TD, CEAS, API, DPD and EQ complete material and supplier selection on new raw materials and ensure representative raw materials are used in early development and leading into Early Look Material (ELM), non-GLP and GLP tox batches.  ",,,,,
Protein,1,NME Selection,Analytical Development (AD),,"Evaluate molecule fit to AD platform methods, identify non-platform needs and add to risk register. Request information on new excipients from DPD&D to start method development ",,AD-SI,,,
Protein,1,NME Selection,Analytical Development (AD),,"Ensure that theoretical Absorptivity Constant Calculation Report is completed by CEAS Analytical (including outsourced program), and its value has been communicated to other functions.  ",,AD-SI,,,
Protein,1,NME Selection,Analytical Development (AD),,"Confirm that sampling plans have been set up such that (non-clinical) needs and BTDS/PSTS/TD sample needs (i.e. reference materials, development activities) and analytical needs are met.",,AD-TI/DS-TI/DP-SI,,,
Protein,1,NME Selection,Analytical Development (AD),,Complete review of IPSC (or external partner) data from the molecule ensure risks are identified and mitigation plans developed,,AD-SI,,,
Protein,1,NME Selection,Analytical Development (AD),,"Review SG1 CMC-TPP, identify gaps and risks for analytical control strategy",,AD-SI,,,
Protein,1,NME Selection,Analytical Development (AD),,Review the polysorbate control strategy  critical questions and identify any risks for FIH  and mitigation plans.,,AD-SI,,,
Protein,1,NME Selection,API (Proteins),,"Ph3 manufacturing/commercial cell line selected.  If no, then document in Risk Register that switch may be required",,DS-TI/Cell Substrate Team,,,
Protein,1,NME Selection,API (Proteins),,EHS Requirement: Supplier & Contractor assessment (evaluate if needed),,,,,
Protein,1,NME Selection,API (Proteins),,Review the polysorbate control strategy critical questions and identify any risks for FIH and mitigation plans.,As Per PS Control strategy workshop & outcomes,,,,
Protein,1,NME Selection,API (Proteins),,"Ensure that theoretical Absorptivity Constant Calculation Report is completed (including outsourced programs), and its value has been communicated to other functions.  ",,,,,
Protein,1,NME Selection,API (Proteins),,"Confirm that sampling plans have been set up such that (non-clinical) needs and BTDS/PSTS/TD sample needs (i.e. reference materials, development activities) and analytical needs are met.",,AD-SI/DS-TI/DP-SI,,,
Protein,1,NME Selection,API (Proteins),,Secure Phase 1 GMP sourcing decision for API and DP from sourcing committee,,DS-TI,,,
Protein,1,NME Selection,API (Proteins),,"EHS Requirement:  Develop default SDS, Determine the Risk Group (RG) and appropriate Biosafety Level (BSL) category for upstream and downstream process",,DS-TI,,,
Protein,1,NME Selection,API (Proteins),,Evaluate and identify risks regarding the ability to meet commercial TPP requirements. ,,DS-TI,,,
Protein,1,NME Selection,Clinical Supply Chain (CSC),,"Set up End-to-end planning and meeting, including sourcing/capacity assessment and risks",,"BCPO SCM, BCPO GP",,,
Protein,1,NME Selection,Clinical Supply Chain (CSC),,Ensure overall CSC FTE and OOP budget compound and study level in place,,CSI,,,
Protein,1,NME Selection,CMC Leadership (CMC-L),,"Confirm that sampling plans have been set up such that (non-clinical) needs and BTDS/PSTS/TD sample needs (i.e. reference materials, development activities) and analytical needs are met.",,DP-SI,,,
Protein,1,NME Selection,CMC Leadership (CMC-L),,IPSC (Intrinsic Properties & Structural Characterization) report/slide deck from J-Bio reviewed. ,,CMC-L,,,
Protein,1,NME Selection,CMC Leadership (CMC-L),,Ph1 CMC project team kick-off.,,CMC-L,,,
Protein,1,NME Selection,CMC Leadership (CMC-L),,"Establish preliminary CMC TPP which then populates the QTPP worksheet.  Ensure that initial/Early development CMC-TPP created & approved by CMC Council, GSM, TA. Completing the TPP fields populates the QTPP.",,,,,
Protein,1,NME Selection,CMC Leadership (CMC-L),,Develop CMC Risk Register.,,PM,,,
Protein,1,NME Selection,CMC Leadership (CMC-L),,Stage 1  Level 1 and CMC team presentations completed/reviewed.,,CMC-L,,,
Protein,1,NME Selection,CMC Leadership (CMC-L),,"Define CRITICAL QUESTIONS in Risk Register based on information available in the initial TPP, criticality analysis and molecule properties from Discovery, Lead Selection Alignment Meeting (LSAM) or external partner (L&A). Gaps in knowledge of mechanism of action or mechanism of toxicity could be considered for critical questions. Note when CQAs are linked to gaps in knowledge of Mechanism of Action or Mechanism of Toxicity; as gaps are closed by TA and/or Biotech CoE, method development can begin.",,,,,
Protein,1,NME Selection,CMC Leadership (CMC-L),,Patent and Publication Strategy:  Summarize potential unique aspects of the process that could lead to publications and/or patents.  ,,CMC-L,,,
Protein,1,NME Selection,CMC Leadership (CMC-L),,"Define the strategy for placebo production (e.g., product-specific?). Define which attributes need to be blinded. ",,CMC-L,,,
Protein,1,NME Selection,CMC Leadership (CMC-L),,CMC Leader responsible to obtain  MABEL or clinical starting dose from CDT. ,,CMC-L,,,
Protein,1,NME Selection,CMC Leadership (CMC-L),,Define Tox and clinical supply strategy and DPDS R&R (as some times DPDS does not supply) including comparability strategy to Phase 1 GMP (if required). Ensure supply plan is developed to meet tox. and P1 needs in E2E meeting.,,CMC-L,,,
Protein,1,NME Selection,CMC Leadership (CMC-L),,Ensure Tox & Ph1 mfg. lots that have been scheduled with supplies allocated continue to meet projected Tox & Ph1 CDT approved demand in E2E meeting. ,,,,,
Protein,1,NME Selection,Combination Products  Development Process (CPDP),,CPDP Portfolio Management & Concept Feasibility Stage (Concludes concurrently with End of Stage 4 CMC),,,,,
Protein,1,NME Selection,Combination Products  Development Process (CPDP),,"Device options for tox, phase1/2a, if applicable [Pack & Dev]  ",,,,,
Protein,1,NME Selection,Combination Products  Development Process (CPDP),,Readiness for the Combo Product and/or labs (Initial Purchasing Controls) - Supplier and Contractor Audit [If applicable],,,,,
Protein,1,NME Selection,Combination Products  Development Process (CPDP),,Readiness for the Combo Product and/or labs (Initial Purchasing Controls) -  Device Quality Agreement (Supplier/Manufacturer) [If applicable],,,,,
Protein,1,NME Selection,Combination Products  Development Process (CPDP),, Readiness for the Combo Product and/or labs (Initial Purchasing Controls) - Device Testing Quality Agreement (Lab to Lab),,,,,
Protein,1,NME Selection,Combination Products  Development Process (CPDP),,"Readiness for the Combo Product and/or labs (Initial Purchasing Controls) - Device Quality Agreement (Device component, device itself and Purchasing Control/ for Combo    Products)",,,,,
Protein,1,NME Selection,Combination Products  Development Process (CPDP),,"Readiness for the Combo Product and/or labs (Initial Purchasing Controls) - Spec for Immediate(Primary) Container Packaging Materials (i.e. Syringe, and Vial w/stopper)",,,,,
Protein,1,NME Selection,Combination Products  Development Process (CPDP),,Readiness for the Combo Product and/or labs (Initial Purchasing Controls) - Third Party  (Design Partner) Design Control Audit Report (If Applicable),,,,,
Protein,1,NME Selection,Drug Product Development & Delivery (DPD&D),,"Confirm that sampling plans have been set up such that (non-clinical) needs and BTDS/PSTS/TD sample needs (i.e. reference materials, development activities) and analytical needs are met.",,,,,
Protein,1,NME Selection,Drug Product Development & Delivery (DPD&D),,Perform formulation screening of final NME candidate to identify risks and mitigations. ,,DP-SI,,,
Protein,1,NME Selection,Drug Product Development & Delivery (DPD&D),,Evaluate stability and dosage prep/compatibility requirements versus the early development TPP and identify risks and mitigations. Ensure AD stability strategy aligns with recommendations,,DP-SI,,,
Protein,1,NME Selection,Drug Product Development & Delivery (DPD&D),,"Confirm that a Formulation lock and presentation/fill volume is in place before the GLP-Tox / Phase 1 batches are produced (to enable appropriate Early Reference Material coverage, enable Analytical Method Development and enable Cleaning Validation).",,DP-SI,,,
Protein,1,NME Selection,Drug Product Development & Delivery (DPD&D),,Review the polysorbate control strategy critical questions and identify any risks for FIH and mitigation plans.,As Per PS Control strategy workshop & outcomes,,,,
Protein,1,NME Selection,Drug Product Development & Delivery (DPD&D),,"Complete Complexity Assessment Form with team.  Complete complexity assessment decision. (For non-combination products.  HF SME owns Complexity Assessment Form and will walk team through the form to assess early the complexity of a clinical product presentation.  Complexity assessment decision will be based on reviewing results of Complexity Assessment Form with cross-functional team, including CMCRA.  This deliverable is applicable to drug-only products and those drug products intended to be delivered in clinical studies using device components, regardless of whether those components will eventually be commercialized.  This form will be revisited at later Stage Gates to assess any changes to clinical presentation or to commercial product presentation)",,,,,
Protein,1,NME Selection,Drug Product Development & Delivery (DPD&D),,Clinical Primary Component Specifications initiated. ,,,,,
Protein,1,NME Selection,Drug Product Development & Delivery (DPD&D),,Clinical Container Closure System Suitability Assessment initiated.,,,,,
Protein,1,NME Selection,Drug Product Development & Delivery (DPD&D),,"Evaluation of platform approach for early phase container closure selection per TV-TRG-08576_x000D__x000D_
",,,,,
Protein,1,NME Selection,Drug Product Development & Delivery (DPD&D),,"Passive shipping systems qualified, if applicable.",,,,,
Protein,1,NME Selection,JSC Value Chain Management (VCLs),,Supplier Audits performed (if applicable).,,,,,
